,ID,Segment,WC,WPS,BigWords,emopos,emoneg,anxiete,colère,tristesse,cognition,perspicacite,cause,divergence,tentative,certitude,inhibition,inclusion,exclusion,perception,remplisseur,conjunctToSent,conjunctTypesToSent,conjunctToWords,conjunctNum,conjunctTypesToTotal,conjunctNeighborSent,synonymToNouns,synonymToVerbs,averageSynClassNOUN,averageSynClassVERB,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD
116,OCM03,1,556,16.85,21.94,3.42,0.0,0.0,0.0,0.18,18.17,3.78,3.42,1.8,1.8,1.8,1.08,9.17,2.88,2.52,0,0.65625,0.15625,0.0369068541300527,21,0.238095238095238,0.09375,0.973684210526316,0.830188679245283,1.02702702702703,1.20454545454545,0,0.53125,0.6875,7.15625,0,5.84375,7.78125,114.25,0.266968325791855,0.0203619909502262,0.0226244343891403,0.0520361990950226,0.0520361990950226,0.16289592760181,0.0701357466063348,0,0.221719457013575,0.002262443438914,0.0226244343891403,0,0.552036199095023,0.518099547511312,0.149321266968326,0.133484162895928,0,0.0294117647058824,0,0,0.127049180327869,0.0942622950819672,0.221311475409836,0.483606557377049,1.30909090909091,0.295081967213115,94.2545454545455,6.86493064256827,0.0917431192660551,0.3125,0.0175746924428823,0.3125,0.0175746924428823,0,0,0,0,0.0825688073394496,0.0228471001757469,0.385364958373689,0.544988350595414,0.404318679094837,40.8761075312122
117,OCM06,1,550,13.75,25.09,3.27,2.36,0.0,0.55,0.73,22.18,3.64,3.64,1.09,1.64,2.36,0.18,12.0,2.18,2.0,0,0.388888888888889,0.0833333333333333,0.0252252252252252,14,0.214285714285714,0.0,0.876712328767123,0.912280701754386,1.140625,1.09615384615385,0,0.222222222222222,0.25,4.25,0,3.86111111111111,5.33333333333333,79.0833333333333,0.245742092457421,0.0316301703163017,0.0316301703163017,0.0340632603406326,0.0875912408759124,0.155717761557178,0.104622871046229,0,0.218978102189781,0.0048661800486618,0.0316301703163017,0,0.59367396593674,0.510948905109489,0.116788321167883,0.1338199513382,0,0.0218978102189781,0,0,0.176229508196721,0.147540983606557,0.323770491803279,0.413934426229508,1.23076923076923,0.262295081967213,78.7692307692308,6.27571632442189,0.147727272727273,0.361111111111111,0.0234234234234234,0.361111111111111,0.0234234234234234,0,0,0,0,0.147727272727273,0.0234234234234234,0.390195146371982,0.551819267971412,0.405912691960209,50.0876566714263
120,SPC03,1,447,18.63,25.95,2.01,2.46,1.34,0.22,0.45,25.28,2.68,3.36,1.79,2.68,2.91,1.34,12.53,2.91,0.45,0,1.20833333333333,0.208333333333333,0.0631808278867102,29,0.172413793103448,0.458333333333333,0.875,0.88,1.14285714285714,1.13636363636364,0,0.416666666666667,0.416666666666667,9.79166666666667,0,3.41666666666667,3.95833333333333,108.833333333333,0.256613756613757,0.0158730158730159,0.037037037037037,0.0740740740740741,0.0423280423280423,0.187830687830688,0.0714285714285714,0,0.208994708994709,0.0,0.037037037037037,0,0.558201058201058,0.513227513227513,0.121693121693122,0.153439153439153,0,0.0343915343915344,0,0,0.127962085308057,0.0758293838862559,0.203791469194313,0.459715639810427,1.18333333333333,0.336492890995261,84.0166666666667,6.48138359714447,0.153846153846154,0.583333333333333,0.0305010893246187,0.583333333333333,0.0305010893246187,0,0,0,0,0.0659340659340659,0.0261437908496732,0.39605901719067,0.560112033611204,0.405430950085732,39.9886363636364
122,OCM19,1,566,18.87,24.73,3.36,1.41,0.35,0.71,0.35,19.79,2.3,2.47,1.94,2.47,2.12,0.35,10.95,2.83,1.94,0,0.586206896551724,0.0689655172413793,0.0287162162162162,17,0.117647058823529,0.0689655172413793,0.907894736842105,0.796875,1.10144927536232,1.25490196078431,0,0.551724137931035,0.586206896551724,8.41379310344828,0,4.79310344827586,5.55172413793104,113.689655172414,0.235431235431235,0.0116550116550117,0.0372960372960373,0.0396270396270396,0.0699300699300699,0.216783216783217,0.0955710955710956,0,0.181818181818182,0.0,0.0372960372960373,0,0.617715617715618,0.477855477855478,0.123543123543124,0.186480186480187,0,0.0303030303030303,0,0,0.154716981132075,0.113207547169811,0.267924528301887,0.381132075471698,1.27397260273973,0.350943396226415,118.479452054795,7.69673476400202,0.166666666666667,0.551724137931035,0.027027027027027,0.551724137931035,0.027027027027027,0,0,0,0,0.0520833333333333,0.0219594594594595,0.377804825917413,0.534296708742411,0.401808833947917,46.0501296456353
124,OCM07,1,577,18.03,27.38,4.85,2.6,0.17,1.04,0.0,20.62,2.77,4.16,1.73,1.56,3.12,1.21,10.92,3.12,1.21,0,0.931034482758621,0.137931034482759,0.0467937608318891,27,0.148148148148148,0.0344827586206897,0.943661971830986,0.848484848484849,1.05970149253731,1.17857142857143,0,0.310344827586207,0.482758620689655,6.48275862068966,0,4.89655172413793,7.0,95.1724137931034,0.238611713665944,0.0086767895878525,0.0151843817787419,0.0585683297180043,0.110629067245119,0.145336225596529,0.0976138828633406,0,0.182212581344902,0.0021691973969631,0.0151843817787419,0,0.592190889370933,0.505422993492408,0.149674620390456,0.127982646420824,0,0.017353579175705,0,0,0.164835164835165,0.186813186813187,0.351648351648352,0.402930402930403,1.26415094339623,0.245421245421245,84.6981132075472,6.50761527779367,0.0660377358490566,0.241379310344828,0.0121317157712305,0.241379310344828,0.0121317157712305,0,0,0,0,0.0377358490566038,0.0225303292894281,0.382684126116151,0.541197081258357,0.403430794590989,53.0751908396947
126,LYO02,1,530,17.67,21.32,3.58,0.75,0.19,0.19,0.19,27.55,4.91,4.34,2.26,2.64,3.4,0.75,13.02,3.58,1.51,0,0.607142857142857,0.142857142857143,0.0311926605504587,17,0.235294117647059,0.0,0.862068965517241,0.857142857142857,1.16,1.16666666666667,0,0.678571428571429,0.678571428571429,7.39285714285714,0,7.46428571428571,7.57142857142857,77.1428571428571,0.204326923076923,0.0024038461538461,0.0264423076923077,0.0384615384615385,0.0528846153846154,0.221153846153846,0.108173076923077,0,0.230769230769231,0.0024038461538461,0.0264423076923077,0,0.586538461538462,0.521634615384615,0.115384615384615,0.201923076923077,0,0.0192307692307692,0,0,0.184426229508197,0.0901639344262295,0.274590163934426,0.348360655737705,1.4375,0.377049180327869,132.25,8.1317279836453,0.130952380952381,0.392857142857143,0.0201834862385321,0.392857142857143,0.0201834862385321,0,0,0,0,0.0119047619047619,0.0238532110091743,0.393758646329999,0.556858817941555,0.40708404333219,41.302178271965
127,OCM10,1,477,18.35,25.16,3.14,1.26,0.0,0.0,0.0,18.87,2.1,2.31,1.05,1.47,2.52,0.84,11.53,1.89,2.1,0,0.68,0.24,0.0332681017612524,17,0.352941176470588,0.04,0.91358024691358,0.933333333333333,1.09459459459459,1.07142857142857,0,0.24,0.36,12.24,0,3.08,4.0,123.16,0.2578125,0.0026041666666666,0.0286458333333333,0.0416666666666667,0.1171875,0.122395833333333,0.0703125,0,0.1953125,0.0026041666666666,0.0286458333333333,0,0.567708333333333,0.502604166666667,0.1640625,0.106770833333333,0,0.015625,0,0,0.123853211009174,0.206422018348624,0.330275229357798,0.454128440366973,1.175,0.215596330275229,55.225,5.25475974712451,0.112244897959184,0.44,0.0215264187866928,0.44,0.0215264187866928,0,0,0,0,0.0102040816326531,0.025440313111546,0.406647310608405,0.575086141764952,0.411288862913231,37.4639659803044
128,BOD08,1,457,11.72,23.41,3.06,1.31,0.0,0.44,0.0,13.79,2.41,1.75,0.88,0.66,0.88,1.09,10.5,1.75,2.19,0,0.205128205128205,0.0512820512820513,0.018018018018018,8,0.25,0.0769230769230769,1.0,0.961538461538462,1.0,1.04,0,0.205128205128205,0.230769230769231,2.64102564102564,0,3.41025641025641,4.69230769230769,51.8205128205128,0.247706422018349,0.0336391437308869,0.0397553516819572,0.0244648318042813,0.055045871559633,0.17737003058104,0.0856269113149847,0,0.201834862385321,0.0091743119266055,0.0397553516819572,0,0.565749235474006,0.519877675840979,0.159021406727829,0.146788990825688,0,0.0305810397553517,0,0,0.151351351351351,0.0972972972972973,0.248648648648649,0.437837837837838,1.28888888888889,0.313513513513514,74.7555555555556,6.11373680965887,0.185714285714286,0.333333333333333,0.0292792792792793,0.333333333333333,0.0292792792792793,0,0,0,0,0.157142857142857,0.027027027027027,0.402693633128415,0.569494797451499,0.407640775146673,43.6344827586207
130,SOU08,1,582,18.19,22.85,2.75,0.34,0.0,0.17,0.17,17.18,2.75,2.06,1.37,1.89,1.2,0.34,11.17,2.92,0.86,0,0.774193548387097,0.0967741935483871,0.0405405405405405,24,0.125,0.0645161290322581,0.930232558139535,0.912280701754386,1.075,1.09615384615385,0,0.225806451612903,0.290322580645161,7.0,0,3.70967741935484,5.16129032258065,101.129032258065,0.278617710583153,0.0129589632829374,0.0367170626349892,0.0539956803455724,0.0626349892008639,0.161987041036717,0.0712742980561555,0,0.183585313174946,0.0021598272138228,0.0367170626349892,0,0.57451403887689,0.496760259179266,0.14902807775378,0.118790496760259,0,0.0431965442764579,0,0,0.12406015037594,0.109022556390977,0.233082706766917,0.484962406015038,1.22950819672131,0.281954887218045,92.2131147540984,6.79018095318889,0.138211382113821,0.548387096774194,0.0287162162162162,0.548387096774194,0.0287162162162162,0,0,0,0,0.0487804878048781,0.0219594594594595,0.377804825917413,0.534296708742411,0.401808833947917,48.1901366607249
131,UPS04,1,451,12.89,31.26,2.0,2.0,0.22,1.11,0.22,24.39,4.21,3.55,2.22,2.0,2.22,1.11,12.2,1.33,1.77,0,0.617647058823529,0.117647058823529,0.0446808510638298,21,0.19047619047619,0.0882352941176471,0.928571428571429,0.795454545454545,1.07692307692308,1.25714285714286,0,0.205882352941176,0.235294117647059,5.20588235294118,0,2.11764705882353,2.91176470588235,73.3823529411765,0.270655270655271,0.0170940170940171,0.0142450142450142,0.0626780626780627,0.094017094017094,0.173789173789174,0.0512820512820513,0,0.17948717948718,0.0028490028490028,0.0142450142450142,0,0.58974358974359,0.461538461538462,0.150997150997151,0.156695156695157,0,0.0170940170940171,0,0,0.0869565217391304,0.159420289855072,0.246376811594203,0.458937198067633,1.19607843137255,0.294685990338164,72.9607843137255,6.03990001215771,0.0561797752808989,0.147058823529412,0.0106382978723404,0.147058823529412,0.0106382978723404,0,0,0,0,0.0674157303370787,0.0297872340425532,0.45662965113741,0.64577184562022,0.42892442440849,45.6176470588235
134,UPS09,1,491,12.59,19.96,4.07,1.02,0.2,0.41,0.0,18.53,2.44,1.83,1.63,3.05,2.65,0.2,9.37,3.87,1.02,0,0.297297297297297,0.0810810810810811,0.0221327967806841,11,0.272727272727273,0.0,0.925,0.826086956521739,1.08108108108108,1.21052631578947,0,0.216216216216216,0.27027027027027,4.18918918918919,0,2.40540540540541,3.2972972972973,69.6756756756757,0.295212765957447,0.0292553191489362,0.0159574468085106,0.0292553191489362,0.0531914893617021,0.13563829787234,0.0984042553191489,0,0.215425531914894,0.0026595744680851,0.0159574468085106,0,0.582446808510638,0.515957446808511,0.154255319148936,0.103723404255319,0,0.0319148936170213,0,0,0.168949771689498,0.091324200913242,0.26027397260274,0.506849315068493,1.15909090909091,0.232876712328767,59.1136363636364,5.43661826706807,0.06,0.162162162162162,0.0120724346076459,0.162162162162162,0.0120724346076459,0,0,0,0,0.11,0.0261569416498994,0.412334961802108,0.583129695221134,0.413129123791434,42.280131531854
140,LDV04,1,609,20.3,23.81,3.94,3.45,0.49,2.3,0.33,18.06,1.48,2.13,1.64,1.97,2.79,0.99,12.32,1.64,3.28,0,0.518518518518519,0.111111111111111,0.0222929936305732,14,0.214285714285714,0.037037037037037,0.930232558139535,0.940298507462687,1.075,1.06349206349206,0,0.444444444444444,0.518518518518519,11.1111111111111,0,5.07407407407407,5.88888888888889,138.592592592593,0.240246406570842,0.0082135523613963,0.0246406570841889,0.0287474332648871,0.0780287474332649,0.160164271047228,0.0780287474332649,0,0.215605749486653,0.002053388090349,0.0246406570841889,0,0.5564681724846,0.521560574948665,0.172484599589322,0.139630390143737,0,0.0205338809034908,0,0,0.140221402214022,0.140221402214022,0.280442804428044,0.431734317343173,1.21875,0.287822878228782,95.0625,6.89429111656884,0.106194690265487,0.444444444444444,0.0191082802547771,0.444444444444444,0.0191082802547771,0,0,0,0,0.0353982300884956,0.0207006369426752,0.366816221189015,0.518756474903954,0.398127026170741,52.3333333333333
142,BRE12,1,374,17.81,24.33,0.8,1.87,0.8,1.07,0.27,4.55,0.27,0.8,0.0,0.0,1.34,0.0,1.07,2.14,0.27,0,0.142857142857143,0.142857142857143,0.0067114093959731,3,1.0,0.0,1.0,1.0,1.0,1.0,0,0.476190476190476,0.571428571428571,16.3809523809524,0,2.9047619047619,3.85714285714286,160.904761904762,0.438095238095238,0.266666666666667,0.0571428571428571,0.0,0.0666666666666667,0.114285714285714,0.0571428571428571,0,0.123809523809524,0.0,0.0571428571428571,0,0.676190476190476,0.380952380952381,0.142857142857143,0.0904761904761905,0,0.0238095238095238,0,0,0.0845070422535211,0.0985915492957746,0.183098591549296,0.647887323943662,1.09090909090909,0.169014084507042,26.1818181818182,3.61813613493316,0.333333333333333,0.571428571428571,0.0268456375838926,0.571428571428571,0.0268456375838926,0,0,0,0,1.55555555555556,0.0313199105145414,0.468230043463456,0.662177277776563,0.432450961133683,30.97147995889
143,NOR05,1,477,14.91,23.69,2.52,1.26,0.0,0.21,0.21,13.84,1.68,3.98,1.05,1.26,1.89,1.47,10.69,1.47,1.89,0,0.4,0.0666666666666667,0.0247933884297521,12,0.166666666666667,0.0333333333333333,0.964285714285714,0.974358974358974,1.03703703703704,1.02631578947368,0,0.433333333333333,0.5,7.33333333333333,0,3.93333333333333,4.6,89.0666666666667,0.267567567567568,0.0135135135135135,0.0243243243243243,0.0405405405405405,0.0837837837837838,0.143243243243243,0.0783783783783784,0,0.210810810810811,0.0081081081081081,0.0243243243243243,0,0.572972972972973,0.505405405405405,0.143243243243243,0.116216216216216,0,0.027027027027027,0,0,0.136792452830189,0.14622641509434,0.283018867924528,0.466981132075472,1.39473684210526,0.25,73.921052631579,6.07951694756989,0.0957446808510638,0.3,0.0185950413223141,0.3,0.0185950413223141,0,0,0,0,0.0531914893617021,0.0268595041322314,0.417835825246596,0.590909090909091,0.414900376841283,31.2583333333333
144,OCM08,1,454,17.46,23.13,2.64,0.88,0.0,0.22,0.22,17.4,2.42,3.08,2.64,1.1,2.2,0.88,10.13,3.3,1.1,0,0.91304347826087,0.173913043478261,0.0441176470588235,21,0.19047619047619,0.0869565217391304,0.949367088607595,0.914285714285714,1.05333333333333,1.09375,0,0.347826086956522,0.347826086956522,9.73913043478261,0,3.73913043478261,4.08695652173913,110.782608695652,0.245664739884393,0.023121387283237,0.0491329479768786,0.0606936416184971,0.0664739884393064,0.135838150289017,0.101156069364162,0,0.239884393063584,0.0028901734104046,0.0491329479768786,0,0.549132947976879,0.552023121387283,0.0982658959537572,0.11849710982659,0,0.0173410404624277,0,0,0.184210526315789,0.121052631578947,0.305263157894737,0.447368421052632,1.20512820512821,0.247368421052632,56.6410256410256,5.3217020604796,0.220779220779221,0.739130434782609,0.0357142857142857,0.739130434782609,0.0357142857142857,0,0,0,0,0.103896103896104,0.0294117647058824,0.453742606486515,0.641688947919748,0.428041925463987,42.162030987493
145,LDV07,1,533,15.68,24.02,3.75,1.13,0.0,0.38,0.56,20.08,1.5,2.81,0.94,1.88,2.44,0.56,11.82,1.5,2.06,0,0.4375,0.0625,0.0255941499085923,14,0.142857142857143,0.03125,0.863636363636364,0.909090909090909,1.15789473684211,1.1,0,0.4375,0.53125,6.8125,0,3.375,4.1875,93.3125,0.274509803921569,0.0343137254901961,0.0392156862745098,0.0318627450980392,0.0686274509803922,0.161764705882353,0.0759803921568627,0,0.213235294117647,0.0,0.0392156862745098,0,0.580882352941177,0.495098039215686,0.134803921568627,0.134803921568627,0,0.0269607843137255,0,0,0.130801687763713,0.118143459915612,0.248945147679325,0.472573839662447,1.17857142857143,0.278481012658228,77.7857142857143,6.23641380465225,0.163265306122449,0.5,0.0292504570383912,0.5,0.0292504570383912,0,0,0,0,0.142857142857143,0.0237659963436929,0.393038135851985,0.555839862251717,0.406847519560498,41.083067940552
146,OCM14,1,552,15.33,19.57,5.07,1.63,0.0,0.54,1.09,23.73,3.8,1.99,1.45,3.62,3.08,0.36,10.69,5.25,2.72,0,0.588235294117647,0.0882352941176471,0.033955857385399,20,0.15,0.117647058823529,0.837837837837838,0.837209302325581,1.19354838709677,1.19444444444444,0,0.352941176470588,0.411764705882353,8.35294117647059,0,5.20588235294118,6.32352941176471,129.352941176471,0.264444444444444,0.02,0.0377777777777778,0.0422222222222222,0.06,0.142222222222222,0.137777777777778,0,0.204444444444444,0.0022222222222222,0.0377777777777778,0,0.604444444444445,0.533333333333333,0.108888888888889,0.131111111111111,0,0.0111111111111111,0,0,0.227941176470588,0.0992647058823529,0.327205882352941,0.4375,1.28,0.235294117647059,81.92,6.4,0.154545454545455,0.5,0.0288624787775891,0.5,0.0288624787775891,0,0,0,0,0.0818181818181818,0.0220713073005093,0.378765755386242,0.535655668229714,0.402128876874942,32.7222222222222
150,SOU07,1,568,13.21,22.01,1.58,0.88,0.53,0.0,0.18,20.6,3.7,3.52,2.64,3.17,1.94,0.53,9.15,3.52,2.99,0,0.357142857142857,0.0714285714285714,0.0255972696245734,15,0.2,0.0,0.916666666666667,0.814814814814815,1.09090909090909,1.22727272727273,0,0.333333333333333,0.333333333333333,4.61904761904762,0,4.30952380952381,4.78571428571429,82.5238095238095,0.237362637362637,0.0175824175824176,0.0307692307692308,0.032967032967033,0.0659340659340659,0.186813186813187,0.105494505494506,0,0.186813186813187,0.0065934065934065,0.0307692307692308,0,0.595604395604396,0.50989010989011,0.147252747252747,0.171428571428571,0,0.0153846153846154,0,0,0.177121771217712,0.11070110701107,0.287822878228782,0.398523985239852,1.49122807017544,0.313653136531365,126.754385964912,7.9609793984444,0.14,0.333333333333333,0.0238907849829352,0.333333333333333,0.0238907849829352,0,0,0,0,0.08,0.0221843003412969,0.379734054594041,0.537025050101818,0.402451068226057,38.2927899864069
151,UPS05,1,478,14.48,24.48,2.3,0.21,0.0,0.0,0.42,19.67,1.67,4.6,1.88,2.51,1.26,0.42,10.46,3.35,1.46,0,0.645161290322581,0.0645161290322581,0.0397614314115308,20,0.1,0.0,0.942028985507246,0.833333333333333,1.06153846153846,1.2,0,0.0645161290322581,0.0967741935483871,4.64516129032258,0,3.35483870967742,3.54838709677419,76.258064516129,0.254641909814324,0.0026525198938992,0.0397877984084881,0.0530503978779841,0.0716180371352785,0.159151193633952,0.114058355437666,0,0.183023872679045,0.0026525198938992,0.0397877984084881,0,0.59946949602122,0.514588859416446,0.122015915119363,0.13262599469496,0,0.026525198938992,0,0,0.190265486725664,0.119469026548673,0.309734513274336,0.424778761061947,1.25,0.265486725663717,75.0,6.12372435695795,0.157894736842105,0.483870967741936,0.0298210735586481,0.483870967741936,0.0298210735586481,0,0,0,0,0.0105263157894737,0.025844930417495,0.409868329727631,0.579641350688023,0.412332156165885,53.0944444444444
154,SOU13,1,569,18.35,19.51,3.51,0.53,0.18,0.0,0.0,20.91,2.81,4.92,3.69,3.34,1.76,0.88,8.96,5.45,2.28,0,0.785714285714286,0.107142857142857,0.0367892976588629,22,0.136363636363636,0.0357142857142857,0.906976744186047,0.918918918918919,1.1025641025641,1.08823529411765,0,0.357142857142857,0.357142857142857,9.67857142857143,0,4.82142857142857,5.14285714285714,135.642857142857,0.235169491525424,0.0084745762711864,0.0508474576271187,0.0466101694915254,0.0889830508474576,0.135593220338983,0.125,0,0.167372881355932,0.0,0.0508474576271187,0,0.584745762711864,0.540254237288136,0.150423728813559,0.127118644067797,0,0.0084745762711864,0,0,0.213768115942029,0.152173913043478,0.365942028985507,0.402173913043478,1.39130434782609,0.231884057971015,89.0434782608696,6.67246124982639,0.224299065420561,0.857142857142857,0.0401337792642141,0.857142857142857,0.0401337792642141,0,0,0,0,0.0373831775700935,0.020066889632107,0.346988959179744,0.490716492065718,0.388655881400067,45.131419939577
155,OCM16,1,563,18.16,16.16,4.62,1.24,0.36,0.36,0.0,22.91,3.91,2.13,3.2,1.78,4.8,1.07,9.06,4.62,2.66,0,0.933333333333333,0.133333333333333,0.0460526315789474,28,0.142857142857143,0.1,0.982758620689655,0.959183673469388,1.01754385964912,1.04255319148936,0,0.4,0.4,10.0666666666667,0,4.96666666666667,5.6,159.9,0.198547215496368,0.0,0.0193704600484262,0.0702179176755448,0.0677966101694915,0.152542372881356,0.200968523002421,0,0.171912832929782,0.0072639225181598,0.0193704600484262,0,0.619854721549637,0.581113801452785,0.11138014527845,0.123486682808717,0,0.0290556900726392,0,0,0.32421875,0.109375,0.43359375,0.3203125,1.26,0.24609375,79.38,6.3,0.0975609756097561,0.266666666666667,0.0131578947368421,0.266666666666667,0.0131578947368421,0,0,0,0,0.0,0.0197368421052632,0.344123600805843,0.486664263392288,0.387650367664511,38.6
156,ANT02,1,551,11.98,21.23,3.27,1.45,0.36,0.0,0.36,18.69,2.72,1.81,2.54,2.0,2.9,0.73,9.07,3.27,1.81,0,1.0,0.263157894736842,0.0444964871194379,19,0.263157894736842,0.0526315789473684,0.935483870967742,0.863636363636364,1.06896551724138,1.15789473684211,0,0.473684210526316,0.578947368421053,8.94736842105263,0,2.78947368421053,3.63157894736842,83.1578947368421,0.252840909090909,0.0085227272727272,0.0227272727272727,0.0539772727272727,0.0738636363636364,0.147727272727273,0.0880681818181818,0,0.204545454545455,0.0,0.0227272727272727,0,0.5625,0.525568181818182,0.15625,0.119318181818182,0,0.0284090909090909,0,0,0.156565656565657,0.131313131313131,0.287878787878788,0.44949494949495,1.2093023255814,0.262626262626263,62.8837209302326,5.6073042065788,0.0930232558139535,0.421052631578947,0.0187353629976581,0.421052631578947,0.0187353629976581,0,0,0,0,0.0348837209302326,0.0304449648711944,0.444850842038951,0.629114094044575,0.423483708822938,47.5805410049611
161,LOR04,1,530,20.38,21.32,2.26,2.08,0.19,0.38,0.19,20.19,2.83,2.26,2.64,2.45,2.08,1.13,10.57,3.58,2.26,0,1.09090909090909,0.181818181818182,0.0441176470588235,24,0.166666666666667,0.0,0.901408450704225,0.967213114754098,1.109375,1.03389830508475,0,0.590909090909091,0.681818181818182,13.1818181818182,0,5.09090909090909,6.18181818181818,132.227272727273,0.2275,0.02,0.04,0.06,0.0675,0.18,0.1325,0,0.1725,0.0025,0.04,0,0.6075,0.525,0.1175,0.1425,0,0.0375,0,0,0.218106995884774,0.111111111111111,0.329218106995885,0.374485596707819,1.26315789473684,0.296296296296296,90.9473684210526,6.7434178433882,0.192771084337349,0.727272727272727,0.0294117647058824,0.727272727272727,0.0294117647058824,0,0,0,0,0.0963855421686747,0.0257352941176471,0.424437343813583,0.600245047998781,0.41896786689185,40.8999220750306
162,CVL02,1,571,17.84,22.59,2.1,1.93,0.35,0.88,0.18,22.24,3.5,4.38,1.58,2.1,2.98,0.35,10.16,2.45,3.15,0,0.875,0.09375,0.0473773265651438,28,0.107142857142857,0.0625,0.971428571428571,0.935483870967742,1.02941176470588,1.06896551724138,0,0.53125,0.65625,7.46875,0,3.71875,4.9375,103.34375,0.242152466367713,0.0224215246636771,0.0291479820627803,0.062780269058296,0.062780269058296,0.179372197309417,0.112107623318386,0,0.172645739910314,0.0,0.0291479820627803,0,0.596412556053812,0.515695067264574,0.139013452914798,0.143497757847534,0,0.0358744394618834,0,0,0.18796992481203,0.105263157894737,0.293233082706767,0.406015037593985,1.23076923076923,0.300751879699248,98.4615384615385,7.01646415445623,0.13265306122449,0.40625,0.0219966159052453,0.40625,0.0219966159052453,0,0,0,0,0.102040816326531,0.0219966159052453,0.378124322656048,0.534748545363323,0.401915277793305,40.3490885416667
163,POF04,1,570,17.27,26.67,2.46,0.35,0.0,0.18,0.18,16.49,2.11,2.46,2.28,1.93,2.28,0.53,8.95,2.81,1.93,0,0.6875,0.125,0.0378657487091222,22,0.181818181818182,0.0,0.96969696969697,0.931818181818182,1.03125,1.07317073170732,0,0.15625,0.21875,6.6875,0,2.625,3.5625,106.71875,0.275229357798165,0.0298165137614679,0.0389908256880734,0.0481651376146789,0.0711009174311927,0.128440366972477,0.0894495412844037,0,0.206422018348624,0.0022935779816513,0.0389908256880734,0,0.564220183486239,0.525229357798165,0.139908256880734,0.0940366972477064,0,0.0344036697247706,0,0,0.158536585365854,0.126016260162602,0.284552845528455,0.487804878048781,1.16666666666667,0.227642276422764,65.3333333333333,5.71547606649408,0.158878504672897,0.53125,0.0292598967297762,0.53125,0.0292598967297762,0,0,0,0,0.121495327102804,0.0223752151462995,0.381364521751757,0.539330878869265,0.402992898771451,46.1525779376499
172,SOU01,1,590,16.39,22.37,2.37,1.02,0.0,0.17,0.34,20.51,4.24,3.22,2.03,1.19,2.71,0.51,10.51,2.71,2.03,0,0.611111111111111,0.111111111111111,0.0370994940978078,22,0.181818181818182,0.0,0.882352941176471,0.890625,1.13333333333333,1.12280701754386,0,0.25,0.25,5.36111111111111,0,4.02777777777778,5.80555555555556,97.5,0.247216035634744,0.0089086859688196,0.0244988864142539,0.0556792873051225,0.0623608017817372,0.171492204899777,0.0846325167037862,0,0.211581291759465,0.0,0.0244988864142539,0,0.565701559020045,0.518930957683742,0.142538975501114,0.144766146993319,0,0.0267260579064588,0,0,0.149606299212598,0.110236220472441,0.259842519685039,0.437007874015748,1.16666666666667,0.303149606299213,89.8333333333333,6.70198975429437,0.102803738317757,0.305555555555556,0.0185497470489039,0.305555555555556,0.0185497470489039,0,0,0,0,0.0373831775700935,0.0219224283305228,0.377486137690377,0.533846015529568,0.401702625978647,41.3290568654646
173,SOU09,1,406,14.5,31.03,3.69,0.74,0.25,0.0,0.25,21.67,4.19,3.45,1.72,2.46,1.97,0.25,12.07,1.72,0.49,0,0.321428571428571,0.107142857142857,0.0218978102189781,9,0.333333333333333,0.0,1.0,0.95,1.0,1.05263157894737,0,0.321428571428571,0.357142857142857,4.17857142857143,0,2.64285714285714,3.14285714285714,50.3928571428571,0.281645569620253,0.0063291139240506,0.0253164556962025,0.0284810126582278,0.0632911392405063,0.170886075949367,0.0411392405063291,0,0.240506329113924,0.0063291139240506,0.0253164556962025,0,0.556962025316456,0.484177215189873,0.142405063291139,0.142405063291139,0,0.0284810126582278,0,0,0.0738636363636364,0.113636363636364,0.1875,0.505681818181818,1.31707317073171,0.306818181818182,71.1219512195122,5.96330240804171,0.0919540229885058,0.285714285714286,0.0194647201946472,0.285714285714286,0.0194647201946472,0,0,0,0,0.0229885057471264,0.0316301703163017,0.453427069169851,0.641242710767087,0.426170911714662,42.9346433770015
