"WorkerId";"WorkTimeInSeconds";"Input.name";"Answer.Competence";"Answer.Engagement";"Answer.Global";"Answer.Keyword";"Answer.Persuasiveness";"clip"
"A1LP84A304GZYQ";293;"LYO02";4;5;51;"La continuitǸ";3;"beginning"
"A1OJ8IJAEIWL9T";72;"LYO02";3;2;45;"alzheimer";2;"beginning"
"AJU7B06ZHGRQS";125;"LYO02";4;4;72;"Espace mental";4;"beginning"
"A2OVMRCLSHX036";202;"LYO02";3;3;69;"continuitǸs";2;"full"
"A3MSYMSTHZJI98";320;"LYO02";4;4;73;"Traitement";3;"full"
"AJT3SUCY8NCHA";181;"LYO02";5;5;100;"continuitǸ";5;"full"
"A15ERD4HOFEPHM";87;"LYO03";4;3;69;"bǽtiment";3;"end"
"A1HMZJ59OPLD1P";52;"LYO03";4;4;82;"cellule";4;"end"
"A2SM26ZFOYOKJY";85;"LYO03";5;4;99;"ville vieillissante";5;"end"
"A157LV5C7C5B1U";169;"LYO03";4;2;60;"vieillissement : vivre vieux sans le paraitre";4;"beginning"
"A2825I2XO6KZEP";104;"LYO03";4;5;87;"Paradoxe du vieillissement.";5;"beginning"
"A3IJILP55BWIOP";94;"LYO03";4;3;54;"sǸnescence";4;"beginning"
"A1LP84A304GZYQ";213;"LYO03";5;5;78;"Vieillissement";5;"middle"
"A3IRGLXO0OXSQG";66;"LYO03";5;2;69;"vieillissement";3;"middle"
"AJU7B06ZHGRQS";65;"LYO03";4;3;68;"Vieillissement cellulaire";3;"middle"
"A14N7TK3CEQVAE";473;"LYO03";5;5;100;"vieillissement";5;"full"
"A2OVMRCLSHX036";244;"LYO03";4;4;90;"la scǸnǸscence";4;"full"
"A3MSYMSTHZJI98";295;"LYO03";4;4;100;"Vie";4;"full"
"A14FH51IF9CX3G";72;"LYO04";4;2;66;"les chocs";4;"end"
"A1HMZJ59OPLD1P";36;"LYO04";4;3;82;"polym��re";4;"end"
"A3F6FNJMTWTPTA";80;"LYO04";3;3;44;"Polym��re";3;"end"
"A2825I2XO6KZEP";96;"LYO04";5;4;92;"Impact environnemental et avions.";4;"beginning"
"A2I2S3U4DRA8ZV";139;"LYO04";3;1;38;"plastique";3;"beginning"
"ANFE3MX7DI3J6";76;"LYO04";5;3;78;"avionique et materiaux";3;"beginning"
"A1LP84A304GZYQ";191;"LYO04";5;5;88;"Thermoplastique";5;"middle"
"A3IRGLXO0OXSQG";68;"LYO04";4;4;92;"polym��re";4;"middle"
"ANVBXC6AL9UZQ";74;"LYO04";5;2;72;"PropriǸtǸs des polym��res";5;"middle"
"A2OVMRCLSHX036";214;"LYO04";4;4;83;"plastique aǸronautique";3;"full"
"A3MSYMSTHZJI98";319;"LYO04";5;4;90;"impact environnemental";4;"full"
"A3POQ5BNIWRKJP";218;"LYO04";4;5;92;"la relation entre les polym��res";4;"full"
"A14FH51IF9CX3G";65;"LYO05";4;1;67;"intuition";4;"end"
"A1HMZJ59OPLD1P";69;"LYO05";5;4;90;"l'intuition";4;"end"
"A3K67N86LJC9U9";37;"LYO05";3;2;39;"police";3;"end"
"A157LV5C7C5B1U";66;"LYO05";5;5;95;"le big data dans la police";5;"beginning"
"A3IJILP55BWIOP";146;"LYO05";3;2;50;"big data";2;"beginning"
"ANFE3MX7DI3J6";98;"LYO05";5;5;98;"big data et securit��";4;"beginning"
"A1LP84A304GZYQ";279;"LYO05";5;5;83;"Les donnǸes";4;"middle"
"A1OJ8IJAEIWL9T";93;"LYO05";4;5;88;"policier";5;"middle"
"AJU7B06ZHGRQS";100;"LYO05";3;3;65;"Automatisation du traitement de donnǸes massives";4;"middle"
"A1V6B98VMTBSFS";292;"LYO05";2;2;46;"Les bases de donnǸes et leur utilisation dans la sociǸtǸ moderne";3;"full"
"A2OVMRCLSHX036";217;"LYO05";3;3;26;"video protection intelligente";2;"full"
"A3MSYMSTHZJI98";301;"LYO05";5;4;83;"termes Big Data et police";4;"full"
"A2SM26ZFOYOKJY";97;"LYO06";4;4;99;"fonctionnement ecologique des paysages";5;"end"
"A31Z9IY8GZC5LD";46;"LYO06";4;3;65;"Protection animal";3;"end"
"AWOL30BIZ8OAY";77;"LYO06";3;3;55;"Chasse";3;"end"
"A157LV5C7C5B1U";78;"LYO06";5;4;89;"la dǸplacement des biches face �� l'activitǸ humaine";4;"beginning"
"A2825I2XO6KZEP";270;"LYO06";5;4;88;"Infrastructures et Ǹcologie.";5;"beginning"
"A84BZJ0HK981A";94;"LYO06";5;4;82;"Ǹcologie";4;"beginning"
"A1OJ8IJAEIWL9T";108;"LYO06";3;2;69;"agriculteur";3;"middle"
"AUKSY0PD8DSB0";242;"LYO06";5;4;100;"Solutions urbaines";5;"middle"
"AVNP1F3CADQRW";169;"LYO06";4;4;83;"observation";4;"middle"
"A14N7TK3CEQVAE";291;"LYO06";5;5;100;"Massif Central";5;"full"
"A2OVMRCLSHX036";224;"LYO06";4;5;80;"continuitǸ Ǹcologique";5;"full"
"A3MSYMSTHZJI98";575;"LYO06";4;4;87;"gǸographie des territoires";4;"full"
"A13PVNQT2WWWVL";73;"LYO07";4;4;100;"odeur";4;"end"
"A1HMZJ59OPLD1P";78;"LYO07";4;4;93;"caractǸristique odeur";5;"end"
"A3JEEBLERNP5Z2";73;"LYO07";4;5;75;"L'odeur";4;"end"
"A2825I2XO6KZEP";110;"LYO07";5;4;85;"Plaisir et antidǸpresseurs.";4;"beginning"
"A3IJILP55BWIOP";118;"LYO07";4;4;75;"neuroscience";4;"beginning"
"A84BZJ0HK981A";106;"LYO07";5;4;90;"l'odeur";5;"beginning"
"A1LP84A304GZYQ";224;"LYO07";5;5;100;"Les odeurs";5;"middle"
"A3NSVJGHKJE2DY";168;"LYO07";3;3;50;"olfaction";3;"middle"
"AJU7B06ZHGRQS";180;"LYO07";4;4;72;"Olfaction";4;"middle"
"AJT3SUCY8NCHA";295;"LYO07";5;5;100;"Plaisir";5;"full"
"ALPARR84EASL2";827;"LYO07";4;3;66;"aires cǸrǸbrales";4;"full"
"AOOM8772H6308";255;"LYO07";5;3;65;"odeur";3;"full"
"A13PVNQT2WWWVL";68;"LYO08";5;4;80;"laser";5;"end"
"A1HMZJ59OPLD1P";91;"LYO08";4;4;78;"laser";4;"end"
"A3F6FNJMTWTPTA";65;"LYO08";4;4;86;"Laser";4;"end"
"A2I2S3U4DRA8ZV";247;"LYO08";4;4;52;"phases";2;"beginning"
"A3IJILP55BWIOP";82;"LYO08";4;4;70;"physique";4;"beginning"
"ANFE3MX7DI3J6";77;"LYO08";5;3;65;"Laser et etats de la matiere";3;"beginning"
"A1LP84A304GZYQ";266;"LYO08";5;5;90;"Femtoseconde";4;"middle"
"A3IRGLXO0OXSQG";67;"LYO08";3;2;49;"mǸtaux";3;"middle"
"AJU7B06ZHGRQS";76;"LYO08";3;3;65;"MǸtaux";3;"middle"
"A3FDR89022QHI";190;"LYO08";3;2;52;"Laser";3;"full"
"A3MSYMSTHZJI98";561;"LYO08";4;4;80;"Physique";4;"full"
"AJT3SUCY8NCHA";740;"LYO08";5;5;100;"laser";5;"full"
"A13PVNQT2WWWVL";86;"LYO09";5;4;80;"systeme immunitaire";5;"end"
"A31Z9IY8GZC5LD";45;"LYO09";4;4;80;"Anticorps";4;"end"
"A3JSIRLH46UEL7";85;"LYO09";5;4;70;"Sisteme immunitaire et vaccine";3;"end"
"A157LV5C7C5B1U";75;"LYO09";5;5;100;"le vaccin contre le covid";5;"beginning"
"A2825I2XO6KZEP";93;"LYO09";4;5;92;"Vaccins.";4;"beginning"
"A3IJILP55BWIOP";117;"LYO09";4;4;80;"vaccination";4;"beginning"
"A1337MPXA69L1O";78;"LYO09";4;4;67;"syndrome";4;"middle"
"A1OJ8IJAEIWL9T";87;"LYO09";4;4;53;"vaccination";4;"middle"
"A3IRGLXO0OXSQG";96;"LYO09";4;5;88;"sj��gren";5;"middle"
"A20F1SLHKHBUT3";199;"LYO09";4;3;90;"vaccination";4;"full"
"A3MSYMSTHZJI98";186;"LYO09";4;4;90;"vaccination";4;"full"
"A3POQ5BNIWRKJP";201;"LYO09";5;5;99;"La vaccination thǸrapeutique";5;"full"
"A13PVNQT2WWWVL";74;"LYO10";5;5;100;"cellules musculaire";5;"end"
"A14FH51IF9CX3G";73;"LYO10";3;2;84;"noyau";5;"end"
"A15ERD4HOFEPHM";78;"LYO10";4;4;79;"muscle";3;"end"
"A2825I2XO6KZEP";216;"LYO10";5;3;92;"Jeunesse et musculature.";5;"beginning"
"A3IJILP55BWIOP";75;"LYO10";3;4;69;"biologie";4;"beginning"
"A84BZJ0HK981A";195;"LYO10";5;4;89;"muscles";5;"beginning"
"A1OJ8IJAEIWL9T";69;"LYO10";4;2;65;"protǸine";4;"middle"
"A3IRGLXO0OXSQG";65;"LYO10";3;3;54;"protǸine";4;"middle"
"AJU7B06ZHGRQS";86;"LYO10";4;4;90;"DǸveloppement musculaire";5;"middle"
"A3EOXJ7VRTZRYQ";576;"LYO10";4;5;69;"muscles";5;"full"
"A3MSYMSTHZJI98";325;"LYO10";5;5;52;"fibre musculaire";1;"full"
"AJT3SUCY8NCHA";381;"LYO10";5;5;100;"muscle";5;"full"
"A14FH51IF9CX3G";70;"LYO11";5;4;88;"peau";5;"end"
"A15ERD4HOFEPHM";82;"LYO11";3;4;71;"cellule de peau";3;"end"
"ARJDD0Z3R65BD";118;"LYO11";3;3;86;"traitement de l'ulc��re";3;"end"
"A3IJILP55BWIOP";95;"LYO11";4;5;80;"neuropathie";5;"beginning"
"A84BZJ0HK981A";97;"LYO11";5;4;80;"neuropathie";5;"beginning"
"ANFE3MX7DI3J6";93;"LYO11";5;4;76;"neuropatie diabetique";5;"beginning"
"A1337MPXA69L1O";70;"LYO11";4;4;66;"cicatrisation";3;"middle"
"A1LP84A304GZYQ";292;"LYO11";4;5;74;"La cicatrisation";4;"middle"
"A1OJ8IJAEIWL9T";104;"LYO11";4;4;80;"peau";4;"middle"
"A2OVMRCLSHX036";239;"LYO11";5;5;97;"neuropathie de l'ulc��re diabǸtique";4;"full"
"A3POQ5BNIWRKJP";218;"LYO11";5;5;100;"RǸsoudre les probl��mes de communication entre les nerfs et la peau";5;"full"
"A7GFJCU8XD32L";207;"LYO11";4;3;60;"neuropatie et le diabete";4;"full"
"A14FH51IF9CX3G";69;"LYO12";3;1;68;"recompense";4;"end"
"A1HMZJ59OPLD1P";70;"LYO12";4;5;64;"L'entreprise";4;"end"
"A3K67N86LJC9U9";79;"LYO12";3;3;80;"organisation";2;"end"
"A157LV5C7C5B1U";68;"LYO12";3;3;54;"les opportunitǸs au sein d'un rǸseau";2;"beginning"
"A2825I2XO6KZEP";118;"LYO12";4;5;92;"Gestion et organisation.";4;"beginning"
"A3IJILP55BWIOP";108;"LYO12";4;3;71;"sociologie";4;"beginning"
"A1337MPXA69L1O";80;"LYO12";2;2;51;"Lyon";2;"middle"
"A1LP84A304GZYQ";289;"LYO12";5;5;76;"Business";4;"middle"
"A3NSVJGHKJE2DY";130;"LYO12";3;3;51;"relation";4;"middle"
"A2OVMRCLSHX036";206;"LYO12";4;4;54;"opportinitǸs";3;"full"
"A3MSYMSTHZJI98";584;"LYO12";4;3;79;"entrepreneur  organisations";4;"full"
"AJT3SUCY8NCHA";826;"LYO12";5;5;100;"rǸseau";5;"full"
"A14FH51IF9CX3G";74;"LYO13";4;2;78;"La force et l'age";4;"end"
"A31Z9IY8GZC5LD";49;"LYO13";4;3;75;"Mati��re polym��re";3;"end"
"A3K67N86LJC9U9";51;"LYO13";4;4;82;"mod��le";4;"end"
"A157LV5C7C5B1U";66;"LYO13";4;4;85;"les polym��res";3;"beginning"
"A2I2S3U4DRA8ZV";104;"LYO13";4;2;72;"plastic";3;"beginning"
"ANFE3MX7DI3J6";71;"LYO13";5;4;86;"Plasticit�� des polymǸres";4;"beginning"
"A1OJ8IJAEIWL9T";80;"LYO13";3;4;75;"bras";3;"middle"
"A3IRGLXO0OXSQG";76;"LYO13";4;3;54;"rǸseau";3;"middle"
"ANVBXC6AL9UZQ";81;"LYO13";4;1;60;"Legames des polymeres";3;"middle"
"A1V6B98VMTBSFS";349;"LYO13";2;3;42;"PlasticitǸ des polym��res, thǸorie et modǸlisation";4;"full"
"A20F1SLHKHBUT3";232;"LYO13";4;2;82;"polym��res";4;"full"
"A3EOXJ7VRTZRYQ";198;"LYO13";5;5;100;"polymeres";5;"full"
"A13PVNQT2WWWVL";83;"LYO14";4;4;90;"faillite d'entreprise";4;"end"
"A14FH51IF9CX3G";72;"LYO14";4;2;89;"faillite";5;"end"
"A3F6FNJMTWTPTA";63;"LYO14";4;4;77;"faillite d'entreprise";4;"end"
"A2I2S3U4DRA8ZV";90;"LYO14";5;5;87;"entrepreunariat";5;"beginning"
"A3IJILP55BWIOP";118;"LYO14";4;4;66;"sociologie";4;"beginning"
"ANFE3MX7DI3J6";76;"LYO14";4;3;74;"entrepreneuraiat";3;"beginning"
"A1OJ8IJAEIWL9T";73;"LYO14";4;5;89;"audience";4;"middle"
"A3IRGLXO0OXSQG";67;"LYO14";3;3;63;"faillite";5;"middle"
"AJU7B06ZHGRQS";70;"LYO14";4;4;74;"Entreprises en faillite devant la justice";4;"middle"
"A1TKS3S0M8VMCR";217;"LYO14";4;4;88;"faillites";5;"full"
"A3MSYMSTHZJI98";275;"LYO14";4;5;90;"entrepreneur";5;"full"
"AJT3SUCY8NCHA";563;"LYO14";5;5;100;"faillite";5;"full"
"A3JSIRLH46UEL7";54;"NOR01";3;3;80;"Gestations";4;"end"
"A4IQ0TJHUIV3U";112;"NOR01";5;5;81;"contrat de gestation";5;"end"
"ARJDD0Z3R65BD";40;"NOR01";5;4;74;"gestation";4;"end"
"A157LV5C7C5B1U";128;"NOR01";4;3;79;"le ""contrat"" sur le corps";4;"beginning"
"A2I2S3U4DRA8ZV";82;"NOR01";3;5;34;"corps";2;"beginning"
"A84BZJ0HK981A";93;"NOR01";5;4;90;"contrat";5;"beginning"
"A1337MPXA69L1O";118;"NOR01";5;4;89;"corps";5;"middle"
"A1LP84A304GZYQ";147;"NOR01";3;5;25;"Le corps";2;"middle"
"A1OJ8IJAEIWL9T";73;"NOR01";4;2;83;"corps";3;"middle"
"A14N7TK3CEQVAE";293;"NOR01";5;5;100;"contrat";5;"full"
"A2OVMRCLSHX036";193;"NOR01";4;3;77;"contrat corporel";3;"full"
"AJT3SUCY8NCHA";258;"NOR01";5;5;100;"contrat";5;"full"
"A3JSIRLH46UEL7";55;"NOR02";2;2;41;"Maladie";2;"end"
"A3K67N86LJC9U9";49;"NOR02";4;4;86;"Connexions";4;"end"
"A4IQ0TJHUIV3U";110;"NOR02";3;4;70;"exposition aux insecticides";3;"end"
"A157LV5C7C5B1U";77;"NOR02";4;3;75;"choix de l'emploi et santǸ";3;"beginning"
"A2825I2XO6KZEP";203;"NOR02";3;3;69;"SantǸ et pathologies cancǸreuses.";3;"beginning"
"A2I2S3U4DRA8ZV";98;"NOR02";3;2;52;"santer";3;"beginning"
"A1337MPXA69L1O";72;"NOR02";4;3;79;"santǸ";4;"middle"
"A1OJ8IJAEIWL9T";80;"NOR02";2;2;43;"suspect";2;"middle"
"A3IRGLXO0OXSQG";66;"NOR02";4;3;60;"lymphome";3;"middle"
"A2YX27BC5JWP26";726;"NOR02";5;4;57;"epidemiologie";4;"full"
"A3MSYMSTHZJI98";291;"NOR02";5;4;100;"SantǸ";4;"full"
"AJT3SUCY8NCHA";264;"NOR02";5;5;98;"agriculteur";5;"full"
"A13PVNQT2WWWVL";87;"NOR03";5;4;100;"Ǹtude des s��ches et crabes face �� la pollution";5;"end"
"A15ERD4HOFEPHM";69;"NOR03";4;3;69;"antidǸpresseur";3;"end"
"A3JSIRLH46UEL7";29;"NOR03";3;2;55;"Antidepresseur";3;"end"
"A157LV5C7C5B1U";67;"NOR03";5;4;97;"le camouflage des animaux aquatiques";5;"beginning"
"A2I2S3U4DRA8ZV";112;"NOR03";2;3;37;"camouflage";2;"beginning"
"A3IJILP55BWIOP";102;"NOR03";4;3;65;"camouflage";3;"beginning"
"A1LP84A304GZYQ";165;"NOR03";3;5;76;"AntidǸpresseur";3;"middle"
"A1OJ8IJAEIWL9T";78;"NOR03";3;3;61;"antidǸpresseur";3;"middle"
"A3IRGLXO0OXSQG";69;"NOR03";3;3;61;"anti-dǸpresseur";2;"middle"
"A3HF3GQEJ6PQB2";549;"NOR03";5;4;88;"antidǸpresseurs";5;"full"
"AJT3SUCY8NCHA";187;"NOR03";5;5;100;"camouflage";5;"full"
"AY0R6NKZJK1L2";744;"NOR03";3;4;42;"La biologie";4;"full"
"A13PVNQT2WWWVL";73;"NOR04";5;3;80;"perception des enfants";4;"end"
"A1HMZJ59OPLD1P";65;"NOR04";4;4;82;"la perception des enfants";4;"end"
"A3F6FNJMTWTPTA";95;"NOR04";4;3;46;"enfant et environnement";3;"end"
"A157LV5C7C5B1U";65;"NOR04";4;4;90;"les insectes pour faire face aux enjeux de la nutrition";3;"beginning"
"A3IJILP55BWIOP";103;"NOR04";2;2;35;"insectes";2;"beginning"
"ANFE3MX7DI3J6";54;"NOR04";5;4;78;"entomophagie";4;"beginning"
"A1LP84A304GZYQ";266;"NOR04";4;5;93;"Les enfants";4;"middle"
"A3IRGLXO0OXSQG";67;"NOR04";3;3;59;"nutrition";3;"middle"
"ANVBXC6AL9UZQ";90;"NOR04";4;1;62;"Alimentation de demain, en particulier pour les enfants";4;"middle"
"A2OVMRCLSHX036";205;"NOR04";4;2;49;"insectes comestibles";2;"full"
"A3KRBR1I2R31UT";190;"NOR04";4;4;84;"lois";4;"full"
"AJT3SUCY8NCHA";261;"NOR04";5;5;98;"entomophagie";5;"full"
"A13PVNQT2WWWVL";105;"NOR05";4;2;25;"combustible micro onde";2;"end"
"A31Z9IY8GZC5LD";74;"NOR05";4;4;65;"Biomasse";4;"end"
"A3K67N86LJC9U9";69;"NOR05";1;3;51;"ǸlectromagnǸtique";3;"end"
"A2825I2XO6KZEP";150;"NOR05";3;3;63;"Micro-ondes dans la crǸation d'huiles.";3;"beginning"
"A2I2S3U4DRA8ZV";104;"NOR05";3;5;66;"bio-huiles";3;"beginning"
"A3IJILP55BWIOP";87;"NOR05";3;2;42;"energie";2;"beginning"
"A1337MPXA69L1O";72;"NOR05";2;2;10;"biomasse";2;"middle"
"A1LP84A304GZYQ";289;"NOR05";5;5;76;"Biomasse";5;"middle"
"A3IRGLXO0OXSQG";67;"NOR05";3;3;35;"biomasse";3;"middle"
"A1TKS3S0M8VMCR";253;"NOR05";2;3;42;"micro-ondes";3;"full"
"A2EED3HLTA96CP";481;"NOR05";3;4;56;"bio-oils";3;"full"
"A3POQ5BNIWRKJP";247;"NOR05";2;3;10;"Combustible Ǹcologique";2;"full"
"A14FH51IF9CX3G";78;"NOR06";4;1;57;"oeil";4;"end"
"A3F6FNJMTWTPTA";69;"NOR06";4;3;40;"dmla";3;"end"
"A3JSIRLH46UEL7";29;"NOR06";2;2;60;"Maladie";2;"end"
"A157LV5C7C5B1U";85;"NOR06";4;4;89;"trouver une lentille de contact tombǸe au sol";4;"beginning"
"A3IJILP55BWIOP";88;"NOR06";3;4;69;"optique";4;"beginning"
"ANFE3MX7DI3J6";86;"NOR06";5;4;75;"Lentilles de cotact";3;"beginning"
"A1LP84A304GZYQ";269;"NOR06";4;5;50;"Les molǸcules";3;"middle"
"A3IRGLXO0OXSQG";72;"NOR06";3;4;80;"lumi��re";2;"middle"
"AJU7B06ZHGRQS";105;"NOR06";3;4;68;"Cible biologique";4;"middle"
"A14N7TK3CEQVAE";873;"NOR06";5;5;100;"lentilles de contact";5;"full"
"A1V6B98VMTBSFS";355;"NOR06";3;3;56;"Nouveau type de lentilles";3;"full"
"A2OVMRCLSHX036";426;"NOR06";4;3;81;"traitement sǸlectif de DMLA";4;"full"
"A13PVNQT2WWWVL";104;"NOR07";5;3;51;"nouveaux materiaux";3;"end"
"A1HMZJ59OPLD1P";52;"NOR07";5;4;90;"photocatalyseur";4;"end"
"A3K67N86LJC9U9";81;"NOR07";1;3;43;"photocatalyseur";3;"end"
"A2I2S3U4DRA8ZV";96;"NOR07";3;5;50;"energie";2;"beginning"
"A3IJILP55BWIOP";109;"NOR07";3;2;17;"energie";1;"beginning"
"ANFE3MX7DI3J6";103;"NOR07";4;4;47;"pollution";2;"beginning"
"A1OJ8IJAEIWL9T";70;"NOR07";4;2;47;"Ǹnergie";3;"middle"
"A3IRGLXO0OXSQG";66;"NOR07";4;3;52;"photosynth��se";4;"middle"
"AJU7B06ZHGRQS";86;"NOR07";3;3;61;"Conversion Ǹnergie solaire en Ǹnergie chimique";3;"middle"
"A1V6B98VMTBSFS";235;"NOR07";2;4;33;"MǸcanismes de rǸcupǸration du CO2";4;"full"
"A3MSYMSTHZJI98";257;"NOR07";4;5;96;"rǸchauffement climatique";5;"full"
"A3POQ5BNIWRKJP";223;"NOR07";3;4;40;"PrǸoccupation climatique";2;"full"
"A13PVNQT2WWWVL";64;"NOR08";4;3;75;"anticorps";4;"end"
"A3JEEBLERNP5Z2";46;"NOR08";3;4;34;"Les anti-corps";4;"end"
"A3JSIRLH46UEL7";49;"NOR08";3;2;55;"Anticorps";4;"end"
"A157LV5C7C5B1U";67;"NOR08";4;4;83;"dǸvelopper les ""biomǸdicaments""";4;"beginning"
"A3IJILP55BWIOP";90;"NOR08";3;2;52;"biomǸdicament";3;"beginning"
"A84BZJ0HK981A";141;"NOR08";5;4;84;"biomǸdicaments";5;"beginning"
"A1OJ8IJAEIWL9T";74;"NOR08";2;1;18;"maladie";2;"middle"
"AJU7B06ZHGRQS";130;"NOR08";2;3;12;"Anticorps";2;"middle"
"ANVBXC6AL9UZQ";96;"NOR08";1;3;14;"Composition des anticorps";2;"middle"
"A14N7TK3CEQVAE";668;"NOR08";5;5;100;"mǸdicament";5;"full"
"A3MSYMSTHZJI98";266;"NOR08";4;5;86;"biomǸdicaments";4;"full"
"A3POQ5BNIWRKJP";202;"NOR08";2;5;19;"CrǸation de mǸdicaments biologiques";2;"full"
"A2SM26ZFOYOKJY";86;"NOR09";5;5;100;"schizophrǸnie";4;"end"
"A3JSIRLH46UEL7";55;"NOR09";4;4;59;"Schizophrenie";3;"end"
"A3K67N86LJC9U9";46;"NOR09";3;3;79;"schizophrǸnie";4;"end"
"A157LV5C7C5B1U";76;"NOR09";4;4;70;"la schizophrǸnie";4;"beginning"
"A2I2S3U4DRA8ZV";104;"NOR09";3;2;28;"schizophrǸnie";1;"beginning"
"A3IJILP55BWIOP";131;"NOR09";4;4;85;"schizophrǸnie";4;"beginning"
"A1OJ8IJAEIWL9T";75;"NOR09";4;3;77;"carte";4;"middle"
"A3IRGLXO0OXSQG";73;"NOR09";3;3;71;"schizophrǸnie";4;"middle"
"AJU7B06ZHGRQS";83;"NOR09";3;3;68;"SchizophrǸnie";4;"middle"
"A1V6B98VMTBSFS";407;"NOR09";3;4;65;"SchizophrǸnie et nouveaux traitements";3;"full"
"A3MSYMSTHZJI98";423;"NOR09";4;4;73;"BiomǸdicament";4;"full"
"AJT3SUCY8NCHA";280;"NOR09";5;5;100;"schizophrǸnie";5;"full"
"A14FH51IF9CX3G";80;"NOR10";5;3;91;"stimulation cerveau";5;"end"
"A3JSIRLH46UEL7";66;"NOR10";5;5;50;"Stimulation sensorielle";4;"end"
"ATUCZB2W7VVI7";114;"NOR10";3;4;76;"cerveau";3;"end"
"A3IJILP55BWIOP";97;"NOR10";4;3;74;"cerveau";4;"beginning"
"A84BZJ0HK981A";125;"NOR10";5;4;92;"fonctiones cognitives";5;"beginning"
"ANFE3MX7DI3J6";90;"NOR10";5;5;79;"stress et fonctions cognitives";4;"beginning"
"A1LP84A304GZYQ";148;"NOR10";3;5;25;"La police";2;"middle"
"A1OJ8IJAEIWL9T";78;"NOR10";2;3;71;"police";3;"middle"
"A3IRGLXO0OXSQG";74;"NOR10";4;4;67;"respiration";3;"middle"
"A14N7TK3CEQVAE";661;"NOR10";5;5;95;"police";5;"full"
"A1O39F8V1QSOS9";436;"NOR10";4;5;73;"soulagement du stress";4;"full"
"A3MSYMSTHZJI98";340;"NOR10";4;4;61;"Coupe du monde de football";3;"full"
"A14FH51IF9CX3G";71;"NOR11";4;2;63;"cancer";5;"end"
"A1HMZJ59OPLD1P";31;"NOR11";4;4;86;"imagerie mǸdicale";5;"end"
"A3JSIRLH46UEL7";55;"NOR11";2;2;49;"MolǸcules";2;"end"
"A2I2S3U4DRA8ZV";114;"NOR11";3;5;77;"cancer";4;"beginning"
"A3IJILP55BWIOP";79;"NOR11";4;3;70;"cancer";4;"beginning"
"ANFE3MX7DI3J6";104;"NOR11";5;3;71;"Diagnosis du cancer";3;"beginning"
"A1LP84A304GZYQ";276;"NOR11";5;5;97;"Isotope";5;"middle"
"A3IRGLXO0OXSQG";103;"NOR11";4;3;58;"isotope";4;"middle"
"AJU7B06ZHGRQS";68;"NOR11";4;4;79;"Isotopes radioactifs";4;"middle"
"A3MSYMSTHZJI98";253;"NOR11";4;3;76;"Chimie";4;"full"
"A3POQ5BNIWRKJP";207;"NOR11";4;4;83;"Diagnostiquer le cancer avec des pommes";4;"full"
"AJT3SUCY8NCHA";242;"NOR11";5;5;100;"RadioactivitǸ";5;"full"
"A1HMZJ59OPLD1P";42;"NOR12";4;4;85;"rǸaction";4;"end"
"A3JSIRLH46UEL7";31;"NOR12";2;2;50;"Reaction";3;"end"
"A3K67N86LJC9U9";50;"NOR12";2;2;44;"rǸactions";3;"end"
"A29LAW0VTR4DVH";274;"NOR12";5;3;95;"noyaux";4;"beginning"
"A3IJILP55BWIOP";116;"NOR12";4;3;57;"astrophysique";3;"beginning"
"A84BZJ0HK981A";95;"NOR12";5;4;90;"astrophysique";5;"beginning"
"A1337MPXA69L1O";88;"NOR12";3;2;35;"Ǹtoiles";2;"middle"
"A1OJ8IJAEIWL9T";70;"NOR12";5;5;93;"Ǹtoile";5;"middle"
"A3IRGLXO0OXSQG";67;"NOR12";5;3;69;"Ǹtoile";4;"middle"
"A1V6B98VMTBSFS";338;"NOR12";4;2;59;"L'exploration spatiale et l'impact des explosions stellaires";2;"full"
"A2YX27BC5JWP26";217;"NOR12";4;4;82;"astrophysique nucleaire";4;"full"
"A3MSYMSTHZJI98";190;"NOR12";4;4;82;"l'astrophysique nuclǸaire";4;"full"
"A1HMZJ59OPLD1P";89;"OCM01";5;4;84;"nature";4;"end"
"A3JSIRLH46UEL7";42;"OCM01";3;2;65;"Nature";2;"end"
"ARJDD0Z3R65BD";107;"OCM01";4;4;93;"Ville";4;"end"
"A2825I2XO6KZEP";121;"OCM01";4;4;81;"Habitat naturel et urbain.";4;"beginning"
"A3IJILP55BWIOP";118;"OCM01";3;4;62;"mǸsange";4;"beginning"
"A84BZJ0HK981A";225;"OCM01";5;4;87;"mǸsanges";5;"beginning"
"A1337MPXA69L1O";74;"OCM01";4;5;79;"mǸsanges";4;"middle"
"A1LP84A304GZYQ";238;"OCM01";5;5;77;"mǸsange";4;"middle"
"A3IRGLXO0OXSQG";66;"OCM01";4;4;79;"mǸsange";4;"middle"
"A1J9MSHU4I80S5";574;"OCM01";5;4;80;"mǸsanges";4;"full"
"A3EOXJ7VRTZRYQ";205;"OCM01";5;5;95;"nature";5;"full"
"A3MSYMSTHZJI98";321;"OCM01";4;5;91;"croissance urbaine";5;"full"
"A2SM26ZFOYOKJY";117;"OCM02";5;5;99;"Dynamiques Hydrologiques";5;"end"
"A31Z9IY8GZC5LD";85;"OCM02";4;3;60;"Hydrologie";4;"end"
"A3JSIRLH46UEL7";58;"OCM02";4;4;60;"environement";4;"end"
"A157LV5C7C5B1U";143;"OCM02";4;3;76;"irrigation des cultures face au dǸrǸglement climatique";3;"beginning"
